Name,Rating,Date,Review
Bagas wijayanto,5/5,2 hari lalu di,Cukup baik dan oke sekali fasilotas dan yang lainn nya baik banget dan pelayanan yang oke banget !
daffaisyaa,5/5,3 minggu lalu di,"kamarnya bagus dan nyaman, dekat dengan malioboro. Staffnya semua ramah dan sangat membantu."
Zooper cupu Gamer,2/5,4 bulan lalu di,"Kamar: smart door bisa di buka dari luar walau tidak memakai pintu
Layanan:tidak ada
Lift kotor seperti tidak di urus
Lokasi yang jauh dari Alfamart/indomaret"
isti evitasari,5/5,3 minggu lalu di,"Rekomendasi hotel dengan lokasi strategis, pelayanan staff ramah dan variasi breakfast yang menarik ✨"
Akhmad Muhlasin,5/5,2 minggu lalu di,"Hotel yg bagus, tempatnya strategis harganya murah rekomendasi banget buat menginap"
Gunawan Admaja,1/5,4 bulan lalu di,Pengalaman menginap yang sangat mengecewakan..menginap tgl 23 Desember..lantai 6.. sehabis sarapan kita ada kegiatan diluar sebentar ..dan kita belum cek out..pas kita balik kehotel untuk istirahat kamar kami sudah diberesin kata room …
Rahma Andani,5/5,sebulan lalu di,"Lokasinya strategis, hotelnya nyaman, breakfast nya enak bgt, love bgt sama luxury"
Indra Erick,5/5,2 minggu lalu di,"Suka sekali sama pelayanan Security nya gercep bingit, ,
Kamarnya bersih woy. Ke Malioboro deket banget. ."
Rikky Rwnsh,5/5,4 minggu lalu di,"Lokasi tengah kota, Nyaman, hotel nya luas , karyawan ramah , dekat juga dengan area kuliner dan perbelanjaan"
gunadi,5/5,5 bulan lalu di,"Untuk kamar lumayan bagus, cuman kalo bikin kopi colokan jauh dari meja. untuk TV masih tv digital dengan saluran tv kbel, saran tv di upgrade ke smart tv biar tetap nyaman. dan parkiran motor kurang teratur."
Hidayatul Furqon,5/5,4 bulan lalu di,"Lokasi strategis, kamar lumayan dan makanannya enak, lain hari pengen nginap situ lagi."
Ratri Dewi,5/5,seminggu lalu di,"Sangat nyaman ,dekat malioboro ,karyawan ramah ,pokoknya tidak mengecewakan.."
ryan kopites,5/5,2 minggu lalu di,"Kamarnya bersih, pelayananya bikin nyaman. Jogja banget deh pokoknya 🫰🏻❤️ …"
Irna Sagara,5/5,5 bulan lalu di,"Kamarnya cukup ko, ga terlalu luas ga sempit juga , wangi dan bersih
Layanan terbaik sih, ramah semua dan BF nya enak2 banyak pilihan, lengkap deh
Amnties juga lengkap …"
PANDETT,5/5,seminggu lalu di,"Hotel nyaa nyaman, dekat dengan malioboro kemana2 dekat jugaa
Makasih yaahhh"
jewe prihatmoko,5/5,5 bulan lalu di,"hotel bintang 4
bln agustus 2023 dr HORAIOS jadi LUXURY
kamarnya luas …"
Tama S,5/5,5 bulan lalu di,Hotelnya bersih + ada area tempat rokok juga. Sarapan paginya juga bnyk menunya dari makanna pembuka sampai makanan penutup. Ke Malioboro bisa jln kaki / pke motor juga. Cuma sayang TV nya gk Spotify
betta irawanti,5/5,2 minggu lalu di,"Lokasi strategis ,kamar bersih,presentasi makanan bagus & pelayanan ramah."
Ronny Prasetyo,5/5,4 bulan lalu di,"Liburan natal ke jogja, dapet hotel yg bagus.. Pelayanan ramah, sarapan bervariasi dan enak2, petugas concierge mas santo the best.. Membantu barang kami dan sangat ramah.."
Rega Dian Naralia Sari,4/5,sebulan lalu di,"bukber yg worth it,makanannya enak, ada gulai bebek dan kambing guling"
Resti Ani,1/5,6 bulan lalu di,"Breakfast nya gak sebanding dengan harga kamar 600 rbu..
Breakfast jam 9 makanan cuma tinggal seadanya.. Pdhal kan wktu nya msh ada , jangan karna weekend di jadikan alasan kami pun sama sama bayar..
Ac kamar tidak dingin sama sekali"
E. Suherman,5/5,5 bulan lalu di,"Hotel terbaik dari 10 hotel yang kami datangi di 8 kota pulau jawa di trips transjava kami.
Crew sangat ramah.. breakfast lumayan enak."
Kurnia Sari,5/5,6 bulan lalu di,"Bulan Juli kemarin kesini utk honeymoon awalnya cuma random cari2 hotel deket malioboro tp pas sampai sumpah ga zonk krn random cri hotel ga nyesel bakalan jdi tmpt penginapan kl liburan ke jogja lgiii. Staff ramah, kamar bersih, toilet …"
oki dianto,5/5,seminggu lalu di,"hotel bersih , staff ramah dan pelayanan cepat"
Jean Rosee,5/5,2 minggu lalu di,"Excellent
Lokasinya Deket banget dari Malioboro, Deket juga dengan stasiun tugu
Mau nyari apa-apa mudah dan mau kemana-mana juga mudah"
Parikesit Prasty S,5/5,3 bulan lalu di,"overall, bagus. kesini karena ada pernikahan tetangga, masakannya enak enak, nyaman pokok nya"
Desca Narita,5/5,6 bulan lalu di,"Lokasi mudah dicari di maps, parkiran cukup luas tp biasanya yg depan dipakai bis...kamarnya enak luas, bersih, cuma suara  AC di kamar mandi agak bising..
Untuk sarapan, karena hotelnya sepertinya sering dipakai rombongan bis, jd …"
Siti Barokah,2/5,7 bulan lalu di,"Kamar bagus, layanan check in check out cepat, tapi sayangnya saya waktu saya pesan ayam bakar, ayamnya ngga matang,, masih ada darah darah. Dan ayamnya spt cuma direbus lalu dioles kecap,, …"
Kartika Prabasari,5/5,7 bulan lalu di,"Worth it banget nginep disini. Dapet harga 320 ribuan udah sama sarapan. Sarapannya juga enak bervariasi. Kamar luas, kasur twin bed nya juga besar dan nyaman. Minus nya jalanannya agak sepi sih kalo malem sama lampu dikamar nya agak …"
Richardo Eko Widyono,5/5,4 minggu lalu di,"Kereen! breakfast enak, kamar bersih, lokasi juga strategis bgt di Malioboro."
Anna Apriliaw,5/5,2 bulan lalu di,Bulan februari lalu saya nginep disini bersama keluarga dan mengalami hal horor. Gak ganggu tapi agak nakutin ya wak
Eric Yudha,5/5,seminggu lalu di,"Kamar bagus , pelayanan memuaskan 🥰 …"
Jill Jinda,5/5,7 bulan lalu di,"Kamar bagus , pesan kamar untuk 3 orang ukuran nya lumayan besar . Sayang tempat parkirnya kurang luas , makanan juga kurang bervariasi . Overall worth it dengan harga segitu , lokasi juga termasuk strategis"
Herman Laundry,4/5,2 bulan lalu di,"Staff ramah, menu breakfast ok, harga terjangkau.  Sementara swimming pool masih di renovasi"
Aceng,5/5,4 minggu lalu di,"Sangat memuaskan ,bersih nyaman dan staff ramah, rekomendasi sekali👍🏿 …"
Emmanuel Febiano,4/5,3 bulan lalu di,"Tidak bisa double kunci, kolam renang dalam perbaikan, front office kurang senyum"
Lutfi Chori,5/5,2 minggu lalu di,"sukaak.. kamar bersih, staff ramah, deket sama malioboro 🫶 …"
Bambang Irawan,5/5,3 hari lalu di,layanan yang yang bagus tempat juga bagus sekali top pokok nya 👍👍 …
Reta Jogja,5/5,seminggu lalu di,Kamarnya nyaman dan karyawannya ramah semuanya.
gail gwynee,5/5,4 bulan lalu di,Pesan pada saat libur tahun baru sangat melonjak drastis harganya mencapai 2.8jt
Sylvia Rhodia,4/5,9 bulan lalu di,"Saat saya disini, harga agak tinggi karena high season, libur sekolah. Kebersihan ok. Disediakan handuk, kopi, teh, gula, teko pemanas air, sikat gigi, sabun cair. Air mineral 2 botol Kamar mandi kurang bagus karena tidak ada sekat antara …"
Indra Septiawan,5/5,4 minggu lalu di,"Sangat nyaman,kamar bersih,pelayanan sangat ramah"
Cahyana Purnama,4/5,5 bulan lalu di,"Lokasi di dekat jantung kota Yogyakarta ini memang cukup menguntungkan bagi tamu dan pengunjung, apalagi juga sudah dilengkapi dengan pelayanan yang baik"
Endang Sulistiya Wati,5/5,7 bulan lalu di,"Lokasi yang nyaman, bersih, rapi dan ramah membuat saya dan kawan-kawan senang menginap di sini. Kami sekompi merasakan kenyamanan dan kenikmatan dalam menginap. Lokasi hotel yang dekat dengan Malioboro membuat semakin menarik. Kami hanya perlu jalan kaki hingga stasiun dan menyeberang lalu ke Malioboro."
Anggun Sondang V,4/5,9 bulan lalu di,"Kamarnya bersih, cuma dibagian bantal sama selimutnya sedikit ada noda, bagian resepsionisnya baik, ramah. Liftnya juga 1 rusak jadi lama banget nunggu buat make lift. Untuk breakfastnya enak, menunya juga ga sama tiap hari, cuma piringnya …"
Tomy Purwanto,5/5,3 minggu lalu di,"Hotel nyaman recomend banget kalo ke jogja , breakfast nya enak"
Yulita Arum,5/5,3 minggu lalu di,"Nyaman. Bersih. Akses mudah.
Pelayanan ramah, tanggap & cepat"
anthony tony,5/5,5 bulan lalu di,Baru tiba malam. Krn perjalanannya dr semarang sesampainya d kmr terasa releks mungkin krn aroma kayuny
carissa klaire,4/5,6 bulan lalu di,"Hotel ini gajauh dari malioboro & daerah tugu tinggal jalan kaki juga bisa. Buat hotelnya terkesan agak jadul yaa, kamarnya jujur luas poll, nyaman kok, kamar mandi kurang bersih dikit. Lobbynya baguss keren"
selly meiliana,2/5,setahun lalu di,"Tidak ada yg begitu berkesan.
Tapi hotel ini harganya sangat affordable, menginap disini ketika dibulan Ramadhan saya pilih paket  menginap sahur dan iftar tapi ketika iftar utk customer …"
Si Hahan,3/5,4 bulan lalu di,Keren..cm areal parkir klu ada event..ini yg kadang jd masalah.....gak cukup tempatte massseee....
Zaenul Afifah,5/5,8 bulan lalu di,"Service oke banget, mulai dari security yg begitu saya datang langsung sigap membawakan koper dan barang².
Pertama kali kesini untuk honeymoon, memutuskan menginap 2malam. …"
Titis Fuja Kusuma,4/5,8 bulan lalu di,cukup lumayan bagus bersih seluruh area kamarnya termasuk wc. Tapi sangat di sayangkan pegawai masuk untuk ganti sprei dll tanpa ada konfirmasi dlu ke saya ketika saya lagi diluar jalan-jalan jadi saya kurang merasa privat 🙏🙏🙏 …
Rizki romdloni05,5/5,4 minggu lalu di,Hotel nyaman tempatnya bersih sekali pelayanan the best
Gandhi Prayugi,3/5,9 bulan lalu di,"Hotel andalan kalau ke Jogja dari jaman namanya masih @Hom Platinum, Horaios, dan sekarang Luxury Malioboro. Seneng banget disini karena nyaman dan lokasinya sangat strategis plus harganya affordable. TAPI itu dulu, sekarang butuh banget …"
DP 21,5/5,9 bulan lalu di,"Dari segi kamar untuk ukuran kamar superior terbilang cukup luas, bersih dan fasilitas kamarnya oke, staff nya juga sangat ramah, menu makanannya  bervariasi, dan letaknya juga sangat strategis pokoknya worth it deh nginep di hotel ini👍🏼👍🏼👍🏼 …"
anna waskito,5/5,8 bulan lalu di,"Twin bed yg lebar², bantal dan selimut nyaman.. pinjam hairdryer langsung dianter.. terlanjur pesan sarapan,tyt jadwal maju jadi minta ganti diantar jam 5.30 dpt pastry yg isinya enak² dan dapet banyak 2 box full,baik banget pokoknya.."
Yanuar R,5/5,5 bulan lalu di,Lokasi hotel yg cukup dekat dgn Tugu Jogja & Malioboro mjdkan para tamu mudah utk mengaksesnya
Eka Andri,5/5,setahun lalu di,"Hotel ini memiliki design dan arsitektur minimalis dan sangat mewah, menurut asumsi saya udah hampir setingkat aston. Namun hanya kalah di makanan nya. Beberapa masakan tidak ada rasa. Namun untuk makanan overall masih bagus.. cocok untuk …"
Koerniawan Tjandra Poetra,5/5,4 bulan lalu di,"Ya Horaios Malioboro Hotel, recomended setiap ke jogja menginap disini, Hotelnya elegan , sudah banyak perubahan dari depan ada gym ,lobby , sampai kamar pun di design baru bagunannya udah kaya bintang ⭐️⭐️⭐️⭐️ , sarapan variasinya banyak, …"
nice nice nice,4/5,8 bulan lalu di,"Hotelnya strategis, mau ke tugu atau mailoboro dekat... Kebersihan sangat terjaga.... Kamar luas dan lengkap... AC dingin dan saluran TV chanel sangat lengkap... Untuk menu sarapan variatif dan rasa enak.... Keramahan para staff sangat bagus... Ketagihan buat nginep disini lagi... Thanks 👍👍 …"
maya angela,5/5,8 bulan lalu di,"Memuaskan sih nginep 4hari disini, bawa bayi dan balita oke krna pilih kmar yg twin bed uk 120..kamarnya luas, tiap hari di bersihin jga sma masnya..sarapan oke..bakal jdi slah satu fav hotel kalo liburan ke jogja lagi"
Meiske Meiske,1/5,setahun lalu di,"Pelayanan dihotel ini sangat membuat saya kecewa
Saya adl solo traveller wanita yg memesan 1 kamar utk 2 hr melalui agoda di hotel ini. Di hari kedua, tiba2 ada org asing, laki2 masuk ke kamar. Saya kaget …"
Sofa Musyahadah,1/5,9 bulan lalu di,Sbnrnya hotel nya enak. Lokasi jg masih kejangkau ga jauh2 amet dr stasiun yogya sm malioboro. Front office staff jg ramah dan membantu. Satpamnya pun jg sgt membantu dan ramah. Cmn yg bikin saya sgt  kecewa dan ga akan balik lg. Ketika …
Muhammad Habsy,4/5,5 bulan lalu di,"Ruangan dibersihkan setiap hari, makanan cukup enak, akses ke malioboro cukup dekat"
SINTA MUTIARA,5/5,4 bulan lalu di,"Hotel ini lokasinya daerah malioboro ya.  strategis antara tugu dan malioboro .
Dekat dengan stasiun tugu.  jalan kaki aja beresss deh sampe
first time checkin okellah yaaa dimulai dr security yang ramah dan membantu bawa …"
Eko Nugroho,5/5,8 bulan lalu di,"Kebersihan kamar bagus, masuk kamar pertama saat check-in aromanya wangi, kamar mandi bersih, handuk dan perlengkapan wangi. …"
Abiyyu Rozan,5/5,10 bulan lalu di,"Diklat disini bersama Dinas Koperasi dan UMKM tentang kepuasan konsumen bertrmpat di aula lily hotel Horaios. Untuk penataan ruangan standar pada umumnya, tidak terlalu luas dan kecil, wifi disediakan cukup lumayan, coffee break nya biasa …"
yolanda f,5/5,10 bulan lalu di,"Untuk pelayanannya sudah sangat memuaskan, kebersihan kamar juga sudah cukup baik, untuk makanan saat sarapan banyak variasi dan rasanya enak, untuk toiletnya sudah cukup bersih hanya saja untuk showernya bisa di improve lagu agar tidak begitu menyebar. Terimakasih"
Timbul Dwi,5/5,2 minggu lalu di,"staf ramah,pelayanan bagus,breakfast cukup"
Maqiari Hanafi,5/5,9 bulan lalu di,"Rekomendasi hotel deket stasiun, malioboro dan tugu jogja.

Tempat nya nyaman, menu variatif. …"
Adriyana David-... A,5/5,10 bulan lalu di,Liburan kantor dari Bekasi ke Jogja baru kali ini Nemu hotel yang agak nyempil tapi worthit banget. Check-in pertama semua stafframah membantulobby luas ada kursi buat duduk santai. Kamar luas juga ya makanan enak semua Joss|Checkout juga cepat besok kesini lagi pastinya |Makasih mba Sinta dibantu recommend hotel ini
Anthony SierraCharlie,1/5,10 bulan lalu di,"Setelah hotel ini ""dibeli & diakuisisi"" oleh group klinik perawatan kecantikan di jogja LB*. Saya rasa kualitasnya jadi sangat menurun. …"
Adjie HW,5/5,4 bulan lalu di,"Tunangan sepupu, okay venue nya beberapa x dulu pernah bikin training di sini"
Rief AMD,4/5,setahun lalu di,"Mencoba hotel ini untuk liburan di Jogja karen dekat dengan stasuin jadi cukup jalan kaki sampai ke hotel.
Staff nya ramah dan sajian makanan nya banyak pilihan. …"
Vera Dian Mutiara,5/5,10 bulan lalu di,"Tempatnya dekat jalan malioboro, salah satu jalan paling terkenal di jogja. Parkiran di sekitar hotel sempit, tp mereka menyediakan parikiran luas di dekat hotel. Ruangan agak kurang terawat, lobby oke tp restonya agak kurang. Nilai plus adalah mereka mempunyai mushola dan di dikamar mandinya ada tempat wudu.. good job!"
Ine S,5/5,11 bulan lalu di,"disini pelayanan nya tidak mengecewakan, staff nya ramah dan baik, 1 staf yg best bngt itu mas hendri sudah baik, murah senyum dan cepat tanggap. Kamar nya bersih dan channel tv nya lumayan banyak. Lokasinya Strategis krn dekat dengan …"
Anita Witanto,4/5,setahun lalu di,"Area lobi sangat nyaman ,tersedia ruang terbuka dengan kolam ikan,bisa duduk2 santai.Kamar cukup nyaman,hanya saja bantal cuma satu.
AC ada sedikit kebocoran di kamar 515 sehingga air menetes. …"
Aprodite Bulan,5/5,10 bulan lalu di,"Hotel yg sangat bagus, dr pertama kali masuk security nya yg sigap membantu bawakan barang, reception nya ramah dan proses cek in yg cepat, kamar nya bersih, sarapan nya enak dan bermacam variasi, overall happy stay di Horaios ☺️, next kalau ke jogja bakalan stay di Horaios lagi"
mr_ NuruL,5/5,4 bulan lalu di,Waktu liburan menginap di kamar family room bersama keluarga kamar yang luar bersih dan ada balkon nya... staff service yang ramah dan makanan diresto bervariasi... mau ke tugu atau malioboro dekat semua... tetimakasih🥰🥰 …
Rizky Dwi,5/5,9 bulan lalu di,"Tempat ya strategis, dekat kemana2
Pelayanan Ramah baik staff semuanya membantu pelayanan breakfast yang baik. Terus fasilitas menyediakan hairdryer dan strika dan ada juga sajadahnya
kerenn..."
Lucia A.,4/5,setahun lalu di,"Ke sini untuk buka puasa/iftar. 2023.
Menunya cukup beragam. Lumayan tp ada jg beberapa yg kurang. Tengkleng kambingnya prengus bangett. Dan taichan ayam nya konsepnya kek mana yaa yakali sambalnya …"
Aji Pramono,5/5,9 bulan lalu di,Alhamdulillah selama liburan kemarin nginep dihotel Horaios sangat puas ...pelayanan kamar yang sangat baik..menu sarapan yg banyak pilihan..serta kebersihan lingkungan yang oke banget ...apalagi dekat dengan icon wisata ny Jogja ...thanks a lot Hotel Horaios ...🙏😁 …
Restica H,5/5,10 bulan lalu di,Saya menginap di horaios trip bisnis dengan rekan  . Sofar untuk pelayanan nya sangat bagus room nya luas banget ya  .|Untuk breakfast variatif ya enak semua  .|Proses checkout juga cepat.|Makasih mba sinta yaa pelayanan mu top banget
Keda Fend,4/5,9 bulan lalu di,"Hotel Dengan lokasi yang sangat strategis dekat dengan stasiun Yk dan Malioboro , pelayanan dari staf staf nya sangat baik dan ramah  , ukuran kamar yg luas ,dan kebersihan yang begitu bersih dan rapi
Pokok ee recommended bgtt nnti pasti balik lagi ke sini"
Agus Tina,5/5,sebulan lalu di,Hotel yg strategis nyaman & pelayanannya ramah
Edo Wardhana,5/5,10 bulan lalu di,"Hotel mewah di area malioboro, kamar sangat luas, meetingroom nya jg bagus, makanan enak, sangat recomended sih, parkiran luas ada bestment dan di lapangan. Mungkin akn kembali lagi di tahun baru nanti krn staff nya sangat ramah ramah dr receptionist sampai resto"
Mobi Noz,5/5,9 bulan lalu di,"Hotel dekat malioboro, pelayanan yg ramah dan all out, free valet, sarapan menu juga lumayan lah worth, kebetulan dapat kamar yg AC nya rada bunyi 😅, tapi tdk menurunkan kualitas Pendinginan. Semua lancar kecuali parkir mungkin karena hotel full jd dpt parkir di luar dipinggir jalan 😅. …"
farul hadi,5/5,2 bulan lalu di,"Bagus hotelnya, harganya juga lumayan…"
Cheryl Alishaly... W,5/5,setahun lalu di,"Meeting 2 hari di hotel ini karena di paksa Pak Edo. menginap 3 malam, dan ternyata recomended. Saya rasa akan di sini terus. Meetingroom luas mewah, kamar bagus, staff ramah, makanan jg enak harga terjangkau. Txs pak Edo recomendasinya !"
Rosemini Alwarisiyah,5/5,10 bulan lalu di,Pelayanannya bagus ramah2.kamarnya bersih diupgrade dari superior ke suite tanpa tambahan.sarapan cukup enak.lokasinya juga tidak jauh dari tugu malioboro klu menggunakan kendaraan bermotor hanya beberapa menit sampai ke UGM
Emilianus Irwanto,5/5,9 bulan lalu di,"Awal touring bingung akan mencari penginapan., akhirnya direview sama teman"" Untuk mencari penginapan ditengah kota,.dan syukurnya mendapatkan penginapan yang luar biasa,. Hotel yang terletak ditengah kota, dekat dengan tugu jogja, …"
Wahyudi Prasetyo,5/5,setahun lalu di,Mau share pengalaman nginep disini. Hotelnya menurutku cukup nyaman dengan harga yang terjangkau buat para traveler yang mau liburan ke Jogja yang cari penginapan Deket sama stasiun dan Malioboro. Untuk fasilitas kamar juga cukup oke …
